worked,income,threepluskids,educ,boy1st,boy2nd,black,hisp,othrace,age,agefirstbirth
1,3159.2561,0,12,1,1,0,0,0,34,24
1,23101.404,0,12,0,1,0,0,0,31,21
1,17853.471,0,12,0,1,0,0,0,33,19
1,7147.686,1,12,1,1,0,0,0,33,23
1,2046.6942,1,13,0,1,0,0,0,30,22
0,0,0,16,0,1,0,0,0,33,28
0,0,0,17,0,0,0,0,0,34,21
1,11555.95,1,14,1,1,0,0,0,31,23
1,1899.7521,0,11,0,0,0,0,0,31,23
1,35696.445,0,12,1,1,0,0,0,30,22
1,9456.7773,0,16,0,1,0,0,0,34,26
0,0,0,12,1,1,0,0,0,30,20
0,0,0,12,0,0,0,0,0,27,23
1,43295.453,0,20,1,0,0,0,0,34,27
1,8491.1572,0,17,0,1,0,0,0,34,26
1,220.41322,0,18,1,0,0,0,0,35,25
1,7357.6035,1,15,1,0,0,0,0,34,23
1,18903.059,0,14,1,1,0,0,0,29,22
0,0,1,12,0,0,0,0,0,32,18
0,0,0,15,1,1,0,0,0,27,23
0,0,1,4,0,0,0,0,1,24,15
0,0,1,6,0,0,1,0,0,22,16
0,0,0,16,0,1,0,0,0,25,21
0,0,0,17,0,0,0,0,0,30,26
0,0,1,13,0,0,0,0,0,21,17
0,0,0,15,1,0,0,0,0,31,25
0,0,0,16,0,0,0,0,0,28,23
0,0,1,13,1,1,0,0,0,31,19
1,4208.8428,0,13,1,0,0,0,0,32,26
1,2739.4214,1,16,1,0,0,0,0,33,26
1,6308.0166,0,12,1,0,0,0,0,30,18
1,41993.969,0,12,0,0,0,0,0,29,23
0,0,0,12,1,1,0,0,0,30,22
1,12605.537,0,9,0,0,0,0,0,29,18
0,0,1,16,0,0,0,0,0,35,23
0,0,0,10,0,0,0,0,0,32,23
0,0,1,12,0,0,0,0,0,27,19
1,21002.23,0,12,1,0,0,0,0,35,19
1,19931.652,0,12,1,1,0,0,0,33,24
1,11555.95,0,12,0,1,0,0,0,24,19
1,1060.0826,1,13,0,1,0,0,0,31,19
1,3159.2561,1,12,1,1,0,0,0,35,19
1,2949.3389,0,12,1,1,0,0,0,34,22
0,0,0,18,1,1,0,0,0,30,22
0,0,0,14,0,1,0,0,0,35,26
0,0,1,16,0,0,0,0,0,35,26
0,0,0,16,1,1,0,0,0,32,26
1,9288.8428,0,16,0,1,0,0,0,35,20
0,0,1,15,1,0,0,0,0,34,17
0,0,0,17,1,1,0,0,0,32,27
0,0,0,12,1,1,0,0,0,29,20
1,4628.6777,0,17,0,1,0,0,0,35,27
0,0,0,12,1,0,0,0,0,30,20
1,18693.141,0,12,0,0,0,0,0,33,21
1,10632.314,1,12,0,0,0,0,0,33,20
0,0,0,16,0,0,0,0,0,24,21
1,26250.166,0,17,1,1,0,0,0,28,20
1,8407.1904,0,11,1,0,0,0,0,28,18
1,745.2066,1,15,1,0,0,0,0,32,22
1,2529.5042,0,11,1,0,0,0,0,32,19
1,6937.7686,0,12,1,0,0,0,0,33,19
1,16803.885,1,12,1,0,0,0,0,33,22
0,0,0,14,0,1,0,0,0,27,18
1,10926.198,1,12,1,0,0,0,0,33,19
1,34646.859,0,12,0,0,0,0,0,33,21
1,8827.0244,1,13,0,1,0,0,0,29,20
1,21002.23,0,18,1,0,0,0,0,32,21
1,10506.363,0,17,0,0,0,0,0,35,25
1,3830.9917,1,13,1,0,0,0,0,34,23
0,0,1,12,0,0,0,0,0,26,20
0,0,0,16,0,0,0,0,0,28,23
1,4208.8428,0,16,1,0,0,0,0,35,24
1,2319.5867,1,12,1,0,0,0,0,33,19
0,0,1,9,1,1,0,0,0,35,18
0,0,0,16,1,0,0,0,0,34,24
1,1270,0,14,1,1,0,0,0,33,21
1,32610.662,0,12,1,0,0,0,0,32,21
0,0,0,12,1,0,0,0,0,32,23
1,14473.802,0,14,0,0,0,0,0,31,21
1,4628.6777,0,14,0,1,0,0,0,33,25
0,0,1,12,1,0,0,0,0,33,19
1,1437.9338,0,16,0,1,0,0,0,32,25
0,0,0,14,1,1,0,0,1,29,22
0,0,0,8,0,1,0,0,0,27,21
0,0,0,13,1,0,0,0,0,28,21
1,4292.8101,0,15,0,1,1,0,0,24,20
0,0,1,18,1,0,0,0,0,32,24
1,34814.793,0,16,1,0,0,0,0,32,24
1,9666.6943,0,20,0,0,0,0,1,32,25
1,27299.752,0,13,0,1,0,0,0,32,22
1,3369.1736,0,16,1,0,0,0,0,29,21
0,0,0,11,1,1,0,0,0,31,17
1,1689.8347,1,12,0,1,0,0,0,27,17
1,48291.488,0,12,1,0,0,0,0,30,20
1,16803.885,1,12,0,1,0,0,0,35,22
0,0,1,12,0,1,0,0,0,26,18
1,4733.6362,0,12,1,1,0,0,0,34,25
0,0,0,12,1,0,0,0,0,30,18
1,12605.537,0,16,1,0,0,0,0,34,26
0,0,0,12,1,0,0,0,0,29,21
1,3159.2561,1,12,1,0,0,0,0,32,20
1,28349.338,0,12,1,0,0,0,0,29,21
1,8407.1904,1,13,0,0,0,0,0,32,21
1,9456.7773,0,14,1,1,0,0,0,25,19
1,40314.629,0,16,1,0,0,0,0,35,27
1,37795.621,0,16,1,0,0,0,0,34,25
1,27761.57,0,12,1,0,0,0,0,33,20
1,7651.4878,0,15,1,1,0,0,0,30,26
1,14704.711,0,12,1,0,0,0,0,30,21
1,35780.414,0,18,0,1,0,0,0,33,27
0,0,1,16,1,1,0,0,0,34,25
0,0,0,14,1,0,0,0,0,35,26
0,0,0,10,1,0,0,0,0,23,18
1,10506.363,1,18,1,1,0,0,0,34,23
1,22051.818,0,17,1,0,0,0,0,34,18
0,0,1,12,0,0,0,0,0,29,20
0,0,0,12,0,0,0,0,0,27,18
1,19322.893,0,12,1,1,0,0,0,25,20
1,18567.189,0,14,1,0,0,0,0,28,23
0,0,0,12,1,1,0,0,0,27,20
1,16803.885,0,12,1,1,0,0,0,30,19
0,0,0,17,1,1,0,0,0,35,26
0,0,0,14,0,0,0,0,0,23,20
1,23101.404,0,14,1,1,0,0,0,32,18
1,1144.0496,1,14,1,0,0,0,0,30,20
1,30994.297,1,12,0,0,0,0,0,35,18
0,0,0,12,1,0,0,0,0,33,20
0,0,1,11,1,0,0,0,0,23,18
0,0,0,18,0,1,0,0,0,32,23
1,15754.298,0,17,0,1,0,0,0,34,27
1,12500.578,1,12,0,0,0,0,0,31,21
1,10506.363,1,12,1,0,0,0,0,35,20
1,12899.422,0,14,1,0,0,0,0,29,21
1,25200.578,0,16,1,0,1,0,0,33,20
1,325.37189,0,12,1,0,0,0,0,24,19
0,0,1,12,0,1,0,0,0,29,24
0,0,0,12,1,0,0,0,0,27,18
0,0,0,13,1,0,0,0,0,25,19
0,0,0,12,0,1,0,0,0,34,18
1,0,1,17,1,0,0,0,0,31,22
1,21002.23,0,12,0,1,0,0,0,35,18
1,12605.537,1,15,1,1,0,0,0,32,24
1,16992.811,0,14,0,1,0,0,0,34,21
1,7567.5205,0,17,1,0,0,0,0,33,22
1,220.41322,0,20,1,0,0,0,0,32,26
1,23710.166,0,11,1,0,0,0,0,29,17
1,21002.23,1,13,1,1,0,0,0,33,21
1,346.36365,0,12,1,0,0,0,0,25,21
1,136.44627,1,12,1,0,0,0,0,31,17
1,4418.7603,1,11,0,0,0,0,0,34,20
0,0,0,12,1,1,0,0,0,35,18
1,31498.1,0,12,0,1,0,0,0,32,22
1,20750.33,1,12,0,0,0,0,0,31,18
0,0,1,10,0,1,0,0,0,23,17
0,0,1,10,0,0,0,0,0,28,17
0,0,0,16,0,1,0,0,0,34,24
0,0,0,12,0,0,0,0,0,32,21
0,0,0,12,0,1,0,0,0,31,26
0,0,0,12,0,0,0,0,0,32,18
0,0,0,12,1,1,0,0,0,31,25
0,0,0,12,0,1,0,0,0,26,19
1,41364.215,1,16,1,0,0,0,0,31,27
1,1521.9009,0,14,1,1,0,0,0,32,21
1,26292.148,1,12,1,0,0,0,0,30,20
1,850.16528,0,16,0,0,0,0,0,33,26
1,30952.314,0,18,1,1,0,0,0,31,25
0,0,1,16,1,1,0,0,0,33,27
0,0,1,16,1,1,0,0,0,34,24
1,17433.637,0,14,0,1,0,0,0,30,20
0,0,1,12,0,1,0,0,0,33,19
0,0,0,12,1,0,0,0,0,24,19
1,1060.0826,0,12,1,0,0,0,0,25,17
0,0,0,12,1,0,0,0,0,33,18
1,619.25623,0,12,1,1,0,0,0,33,21
1,21841.9,1,11,1,1,0,0,0,35,18
0,0,0,12,0,1,0,0,0,24,19
0,0,1,12,0,1,0,0,0,32,22
0,0,1,12,0,0,0,1,0,27,21
0,0,1,12,1,0,0,0,1,31,22
1,35696.445,0,12,1,0,0,1,0,28,22
0,0,1,13,1,0,0,0,0,28,22
0,0,1,9,0,0,0,0,0,35,19
1,16803.885,1,9,0,0,0,0,0,28,15
1,3789.0083,0,16,0,0,0,0,0,28,23
0,0,1,12,1,0,0,0,0,27,19
1,31498.1,0,14,1,0,0,0,0,32,20
1,18903.059,0,12,1,0,0,0,0,30,23
1,21841.9,0,16,0,1,0,0,0,32,22
1,12605.537,0,12,0,1,0,0,0,29,17
1,2529.5042,0,12,1,0,0,0,0,31,19
1,3977.9338,1,12,1,0,0,0,0,29,20
0,0,1,12,1,0,0,0,0,31,24
0,0,1,12,0,0,0,0,0,31,24
1,73.471077,0,13,1,0,0,0,0,25,22
1,19742.727,1,12,1,1,0,0,0,31,22
0,0,0,17,1,1,0,0,0,33,24
0,0,0,12,1,0,0,0,0,33,23
1,31498.1,0,14,1,1,0,0,0,32,21
1,31498.1,0,12,1,1,0,0,0,29,23
0,0,1,12,0,0,0,0,0,30,23
0,0,1,10,0,0,0,0,0,25,16
0,0,0,13,0,0,0,0,1,29,20
0,0,0,12,1,1,0,0,0,30,24
1,29398.926,1,13,1,1,0,0,0,31,19
0,0,1,12,0,0,0,0,0,23,20
1,4943.5537,0,13,0,1,0,0,0,30,20
0,0,1,18,0,1,0,0,0,32,27
1,2529.5042,1,12,0,1,0,0,0,28,20
1,37375.785,0,13,0,0,0,0,0,33,22
1,33597.273,1,13,0,1,0,0,0,34,20
0,0,1,12,0,0,0,0,0,31,21
0,0,1,14,1,1,0,0,0,30,24
0,0,0,12,1,1,0,0,0,30,25
1,23626.199,1,12,1,1,0,0,0,33,17
0,0,0,9,1,0,0,0,0,28,17
0,0,1,12,1,1,0,0,0,23,17
1,430.33057,1,12,0,0,0,0,0,27,18
1,913.1405,0,12,0,1,0,0,0,28,20
1,3956.9421,0,12,1,1,0,0,0,31,23
1,10506.363,1,15,1,1,0,0,0,31,22
1,955.12396,1,13,1,0,0,0,0,35,21
1,16803.885,0,12,0,1,0,0,0,25,20
0,0,1,10,0,0,0,0,0,22,17
1,5468.3472,0,12,1,0,0,0,0,28,19
1,325.37189,1,13,1,1,0,0,0,34,25
1,16174.132,0,12,0,1,0,0,0,27,18
1,13928.017,0,12,0,0,0,0,0,34,22
1,46192.313,0,12,1,1,0,0,0,35,19
1,3956.9421,1,17,1,0,0,0,0,33,22
1,40944.379,0,12,1,1,0,0,0,34,18
1,37795.621,0,16,1,1,0,0,0,29,24
1,220.41322,0,12,1,1,0,0,0,29,25
1,29105.041,1,16,1,0,0,0,0,32,22
1,10086.529,0,12,1,0,0,0,0,34,19
0,0,1,12,0,1,0,0,0,34,19
0,0,1,12,1,1,0,0,0,29,18
1,18903.059,1,12,1,0,0,0,0,34,19
1,2571.4875,0,13,1,0,0,0,0,33,21
1,17433.637,0,13,0,0,0,0,0,28,22
1,4922.562,1,12,0,1,0,0,0,32,21
1,13655.124,0,13,0,1,0,0,0,30,19
1,12605.537,1,8,0,1,0,0,0,32,18
1,325.37189,0,12,1,1,0,0,0,28,21
1,21002.23,0,16,1,0,0,0,0,33,22
1,1521.9009,1,12,0,0,0,0,0,30,18
0,0,1,16,0,1,0,0,1,32,18
1,1689.8347,0,12,1,1,0,0,0,33,20
0,0,0,12,1,1,0,0,0,26,18
0,0,0,12,0,1,0,0,0,27,21
1,3474.1323,0,8,0,1,0,0,0,28,16
0,0,0,12,1,0,0,0,0,29,17
1,12605.537,0,12,0,0,0,0,0,34,20
1,14830.661,0,12,0,1,0,0,0,35,22
1,2529.5042,0,12,1,1,0,0,0,23,17
0,0,1,11,0,1,0,0,0,34,17
1,18220.826,0,12,0,1,0,0,0,31,19
1,1165.0414,1,16,1,1,0,0,0,29,24
0,0,1,12,0,0,0,0,0,32,18
1,8827.0244,0,12,0,1,0,0,0,33,20
1,28223.389,0,12,1,0,0,0,0,32,15
0,0,0,12,0,0,0,0,0,28,22
1,4208.8428,0,12,1,1,0,0,0,25,19
0,0,0,12,0,0,0,0,0,28,17
1,21002.23,0,14,1,0,0,0,0,30,23
1,0,0,16,0,1,0,0,0,29,22
1,35696.445,1,16,0,0,0,0,0,29,21
0,0,0,12,1,1,0,0,0,29,20
1,21422.066,0,12,0,1,0,0,0,27,22
1,5258.4297,0,13,0,1,0,0,0,32,26
0,0,1,12,1,1,0,0,0,33,21
1,8407.1904,0,8,0,1,0,0,0,22,17
0,0,1,12,1,0,0,0,0,28,17
1,18903.059,0,12,0,1,0,0,0,31,22
1,8407.1904,1,12,0,0,0,0,0,32,19
0,0,0,12,1,0,0,0,0,31,18
1,58787.355,0,12,1,1,0,1,0,29,21
0,0,0,13,1,0,0,0,0,34,21
0,0,0,11,1,1,0,0,0,23,18
0,0,0,16,1,1,0,0,0,27,22
1,8596.1152,1,13,1,1,0,0,0,33,20
1,4208.8428,0,12,0,1,0,0,0,34,25
1,45594.051,0,12,0,0,0,0,0,34,17
0,0,0,12,1,1,0,0,0,35,26
0,0,1,16,1,1,0,0,0,30,24
1,12857.438,1,10,1,0,0,0,0,31,16
0,0,1,12,1,1,0,0,0,32,20
0,0,0,12,0,1,0,0,0,29,21
0,0,1,12,0,0,0,0,0,32,19
1,14200.909,0,13,0,1,0,0,0,30,20
0,0,0,12,0,1,0,0,0,31,18
1,25200.578,0,12,1,1,0,0,0,34,19
1,7987.3555,0,12,1,1,0,0,0,27,18
0,0,0,11,1,1,0,0,0,28,21
0,0,0,12,1,0,0,0,0,26,20
0,0,0,13,0,1,0,0,0,30,23
0,0,0,12,1,0,0,0,0,27,20
1,7084.7109,1,12,0,1,0,0,0,34,17
0,0,1,12,0,0,0,0,0,31,22
0,0,0,13,0,0,0,0,0,33,24
0,0,0,12,0,1,0,0,0,31,24
0,0,1,12,1,0,0,0,0,26,22
0,0,1,12,1,1,0,0,0,35,19
0,0,1,9,1,0,0,0,0,22,15
0,0,0,12,1,1,0,0,0,25,19
0,0,1,12,0,0,0,0,0,28,19
1,11723.885,0,12,1,0,0,0,0,31,23
1,4208.8428,1,12,0,1,0,0,0,26,16
0,0,1,12,1,0,0,0,0,25,19
0,0,1,12,0,1,0,0,0,32,19
1,3789.0083,0,16,0,0,0,0,0,35,25
1,6140.0825,0,14,0,1,0,0,0,28,21
0,0,1,12,1,1,0,0,0,29,19
1,12605.537,0,12,0,1,0,0,0,30,19
1,9666.6943,1,12,1,1,0,1,0,28,19
0,0,1,11,0,0,0,0,0,33,19
1,2592.4792,0,12,0,1,0,0,0,32,17
1,10506.363,1,13,0,1,0,0,0,35,19
1,2109.6694,0,13,1,0,0,0,0,23,19
1,35696.445,1,17,0,1,0,0,0,35,26
1,4208.8428,1,12,1,1,0,0,0,32,19
1,1060.0826,0,16,1,1,0,0,0,35,27
1,262.3967,0,16,1,0,0,0,0,32,24
0,0,0,14,0,0,0,0,0,35,31
0,0,1,12,0,0,0,0,0,33,23
1,17853.471,1,10,0,1,0,0,0,30,16
1,14704.711,0,12,0,1,0,0,0,31,18
1,13340.248,1,0,1,1,0,0,0,32,16
0,0,0,12,1,1,0,0,0,26,19
1,14704.711,0,14,0,0,0,0,0,33,20
0,0,0,12,1,0,0,0,0,25,19
0,0,0,12,0,0,0,0,0,28,20
0,0,0,15,0,1,0,0,0,30,22
1,11765.868,1,13,0,0,0,0,0,32,20
0,0,0,9,1,1,0,0,0,34,19
0,0,1,12,1,1,0,0,0,29,18
0,0,1,12,0,1,0,1,0,26,20
1,1060.0826,0,12,0,0,0,0,0,23,16
0,0,0,14,0,0,0,0,0,33,17
1,136.44627,1,16,0,0,0,0,0,28,24
0,0,0,15,0,1,0,0,0,34,26
0,0,1,12,1,1,0,0,0,34,24
1,3159.2561,1,12,1,1,0,0,0,25,20
1,21002.23,0,9,0,1,0,0,0,31,23
1,14704.711,0,16,0,1,0,0,0,30,24
0,0,1,10,0,1,0,0,0,24,20
1,25200.578,0,12,0,1,0,0,0,25,20
1,83977.438,0,13,0,1,0,0,0,32,22
0,0,0,15,1,1,0,0,0,34,24
1,1270,1,15,0,0,0,0,0,30,22
0,0,0,12,0,1,0,0,0,30,25
0,0,1,17,1,0,0,0,0,31,24
0,0,1,12,0,0,0,0,0,33,23
0,0,0,9,1,0,0,0,0,24,21
0,0,0,12,1,0,0,0,0,29,19
0,0,0,12,1,1,0,0,0,26,19
1,4208.8428,1,12,1,1,0,0,0,26,21
1,48291.488,0,13,1,1,0,0,0,33,18
1,27299.752,1,13,0,0,0,0,0,31,21
0,0,0,12,1,1,0,0,0,30,20
1,8900.4961,0,16,0,0,0,0,0,29,25
0,0,1,12,1,1,0,0,0,33,22
0,0,1,10,0,0,0,0,0,32,21
0,0,0,13,0,1,0,0,0,30,19
1,5678.2646,1,12,0,1,0,0,0,32,15
0,0,1,12,0,1,0,0,0,32,19
0,0,0,13,0,1,0,0,0,32,24
1,12185.702,0,12,0,0,0,0,0,24,18
0,0,0,12,1,0,0,0,0,29,23
1,35696.445,0,14,1,0,0,0,0,34,24
1,16803.885,1,9,1,1,0,0,0,33,17
1,2109.6694,0,12,0,1,0,0,0,26,18
1,2109.6694,0,13,1,1,0,0,0,30,23
1,5048.5122,1,12,1,1,0,0,0,33,21
0,0,0,16,0,1,0,0,0,33,25
0,0,1,13,0,1,0,0,0,33,19
1,28517.273,0,16,1,1,0,0,0,34,19
0,0,1,12,0,0,0,0,0,28,22
0,0,1,12,1,1,0,0,0,31,27
1,25200.578,0,15,0,0,0,0,0,31,21
1,13655.124,0,16,1,0,0,0,0,35,30
0,0,1,14,0,1,0,0,0,32,20
0,0,0,16,1,0,0,0,0,29,22
1,34436.941,0,16,0,1,0,0,0,30,26
1,6308.0166,0,12,1,0,0,0,0,28,20
0,0,0,12,0,1,0,0,0,25,16
1,10506.363,0,12,1,1,0,0,0,21,17
0,0,0,12,1,1,0,0,0,29,22
1,15754.298,0,13,0,0,0,0,0,32,21
1,25200.578,0,12,0,1,0,0,0,31,23
0,0,0,12,1,1,0,0,0,27,21
0,0,0,12,0,0,0,0,0,26,21
0,0,0,12,0,0,0,0,0,26,21
0,0,1,13,1,1,0,0,0,34,25
1,2865.3718,0,12,1,1,0,0,0,34,20
1,33597.273,0,12,0,0,0,0,0,32,27
1,16803.885,0,14,0,0,0,0,0,31,19
0,0,0,12,0,1,0,0,0,29,18
1,640.24792,0,12,0,1,0,0,0,31,20
0,0,1,12,0,0,0,0,0,28,21
0,0,0,10,0,0,0,0,0,24,20
0,0,0,12,0,1,0,0,0,30,19
0,0,1,17,1,1,1,0,0,26,19
1,30868.348,0,17,0,0,1,0,0,32,24
1,7357.6035,0,11,1,1,0,0,0,32,20
0,0,0,12,1,0,0,0,0,31,19
1,3159.2561,1,12,0,1,0,0,0,27,18
0,0,0,12,1,1,0,0,0,33,26
0,0,0,12,1,0,0,0,0,33,27
1,1689.8347,0,12,1,0,0,0,0,30,23
1,11828.843,1,12,0,0,0,0,0,35,19
1,1060.0826,1,12,0,0,0,0,0,32,22
1,1689.8347,1,12,1,1,0,0,0,24,19
1,9750.6611,1,12,0,0,1,0,0,31,22
0,0,0,13,0,0,0,0,0,34,23
1,1270,0,12,1,1,0,0,0,26,20
1,4019.9172,1,16,0,1,0,0,0,35,24
0,0,1,15,0,1,0,0,0,35,21
0,0,1,9,0,0,0,0,0,31,16
1,6308.0166,1,13,1,0,0,1,0,31,18
1,21002.23,0,9,1,0,0,0,0,26,17
1,21002.23,1,13,1,1,0,0,0,27,19
0,0,0,12,0,1,0,0,0,31,19
0,0,1,8,1,1,0,0,0,32,15
1,14704.711,0,16,0,0,0,0,0,28,23
1,12605.537,0,13,1,0,0,0,0,26,22
1,2508.5125,0,17,1,0,0,0,0,27,22
0,0,0,16,0,0,0,0,0,33,25
0,0,0,14,0,0,0,0,0,35,24
1,46948.016,1,12,0,0,1,0,0,32,19
0,0,0,12,0,0,1,0,0,30,19
1,3369.1736,1,9,1,1,0,1,0,25,15
1,850.16528,1,12,1,0,1,0,0,32,19
1,18420.248,1,13,1,1,1,0,0,29,19
1,11367.024,0,12,0,1,0,0,0,28,18
0,0,0,12,0,0,1,0,0,31,23
0,0,0,12,0,0,0,0,0,27,20
0,0,0,10,0,0,0,0,0,26,18
0,0,0,12,0,0,0,0,0,31,21
0,0,0,13,0,0,0,0,0,32,21
0,0,1,12,1,0,0,0,0,25,19
1,30238.596,0,18,1,0,0,0,0,32,26
1,787.19006,0,16,1,0,0,0,0,34,22
1,12605.537,0,12,1,1,0,0,0,27,17
1,10506.363,0,10,1,0,0,0,0,33,19
0,0,1,10,0,1,0,0,0,30,16
0,0,0,9,0,0,0,0,0,25,16
0,0,0,12,1,1,0,0,0,30,23
0,0,0,12,0,1,0,0,0,35,20
0,0,0,9,0,1,0,0,0,26,20
0,0,1,10,1,1,1,0,0,26,15
0,0,1,9,0,0,1,0,0,31,15
0,0,1,12,0,1,0,0,0,25,18
0,0,1,7,0,1,0,0,0,29,16
0,0,0,12,1,0,0,0,0,29,20
0,0,1,14,1,1,0,0,0,35,22
0,0,0,12,1,0,0,0,0,33,19
0,0,0,12,1,1,0,0,0,30,20
1,16121.653,0,16,1,1,0,0,0,34,22
0,0,0,12,1,0,1,0,0,26,17
0,0,1,12,1,1,1,0,0,35,20
0,0,1,10,0,1,0,0,1,28,17
1,24150.992,0,13,1,1,1,0,0,33,19
0,0,0,16,0,0,0,0,0,34,22
1,12605.537,0,12,1,0,0,0,0,31,23
0,0,0,12,1,0,0,0,0,35,17
0,0,0,12,0,0,0,0,0,33,21
1,2487.5208,0,14,0,1,1,0,0,28,21
0,0,0,12,0,1,0,0,0,27,18
1,6727.8511,0,11,0,0,0,0,0,32,23
1,33597.273,0,12,1,1,1,0,0,29,19
0,0,1,14,0,0,1,0,0,25,20
0,0,1,9,1,0,0,1,0,33,16
1,23101.404,0,12,1,1,1,0,0,28,22
0,0,1,10,1,0,0,0,0,23,15
0,0,1,13,1,1,0,1,0,32,24
1,12605.537,0,12,0,0,1,0,0,32,24
1,46192.313,0,12,0,0,1,0,0,27,17
0,0,0,12,0,1,0,0,0,30,22
1,1752.8099,0,16,1,1,0,0,0,28,23
0,0,1,14,1,1,0,0,0,32,23
0,0,1,16,0,0,1,0,0,31,27
1,1060.0826,0,13,1,0,0,0,0,32,20
1,1270,0,13,1,1,1,0,0,29,21
1,46948.016,0,12,0,1,1,0,0,33,23
0,0,0,13,0,0,1,0,0,25,21
0,0,0,13,1,0,0,0,0,28,22
0,0,1,10,1,1,1,0,0,33,18
1,3558.0991,0,10,1,1,0,0,0,23,16
0,0,0,11,1,1,0,0,0,29,18
1,4208.8428,1,12,1,0,1,0,0,29,16
0,0,0,15,0,1,0,0,0,29,23
1,8197.2725,0,12,0,0,0,0,0,28,19
1,5132.4795,1,12,1,0,0,0,0,24,18
0,0,1,10,0,1,0,0,0,31,22
0,0,0,13,1,1,0,1,0,33,22
0,0,1,9,1,1,0,0,0,32,17
1,766.19836,1,8,1,0,0,1,0,24,18
1,39894.793,0,16,0,0,0,0,0,32,23
0,0,1,8,0,0,0,0,0,26,21
1,409.33884,0,11,0,1,0,0,0,22,16
1,28559.256,1,12,1,1,0,0,0,35,20
0,0,0,10,1,1,0,0,0,24,17
1,1710.8264,1,13,1,0,1,0,0,32,16
1,22219.752,0,15,1,0,1,0,0,34,23
1,4208.8428,1,10,1,0,0,0,0,32,17
0,0,1,12,0,0,0,0,0,30,18
0,0,1,12,0,0,0,0,0,33,18
0,0,0,12,0,1,0,0,0,24,20
0,0,1,12,1,1,0,0,0,33,22
0,0,1,12,0,0,0,1,0,26,15
1,23017.438,0,16,1,1,1,0,0,32,24
0,0,1,12,1,0,0,0,0,25,17
0,0,1,12,0,0,1,0,0,27,20
1,640.24792,1,12,1,1,0,0,0,28,20
1,37795.621,1,13,1,0,1,0,0,33,20
1,18903.059,1,12,0,0,1,0,0,33,20
1,6308.0166,1,12,1,1,0,0,0,28,18
1,31854.959,0,12,1,0,1,0,0,25,21
0,0,0,12,0,0,0,0,0,24,18
1,2823.3884,0,12,0,0,0,0,0,30,18
0,0,0,12,0,0,0,0,0,26,21
1,16803.885,0,12,1,0,0,0,0,28,19
0,0,0,12,1,1,0,0,0,23,19
0,0,0,12,1,0,0,0,0,33,22
1,11618.926,0,8,1,0,0,0,0,33,17
0,0,1,11,0,1,0,0,0,32,18
1,1899.7521,1,12,0,1,0,0,0,29,17
1,76945.203,0,14,1,0,0,0,0,32,17
0,0,0,12,1,0,0,0,0,31,23
1,598.26447,0,12,1,0,0,0,0,35,24
1,11555.95,1,7,1,1,0,0,0,23,15
0,0,1,9,1,1,0,0,0,24,16
1,3285.2065,0,12,1,1,0,0,0,24,19
1,136.44627,0,13,0,1,0,0,0,32,27
1,1060.0826,0,15,1,1,0,0,0,28,21
0,0,0,13,0,0,0,0,0,25,22
1,3390.1653,1,10,1,0,0,0,0,29,22
1,12710.496,0,12,0,0,0,0,0,29,20
0,0,1,15,0,1,0,0,0,31,24
1,8407.1904,0,11,1,0,0,0,0,35,19
0,0,1,12,0,0,0,0,0,33,23
0,0,0,12,1,0,0,0,0,32,19
0,0,0,12,0,0,0,0,0,30,20
1,40125.703,1,17,1,1,0,0,0,31,21
0,0,1,12,0,1,0,0,0,34,16
1,1060.0826,0,12,0,1,0,0,0,32,21
1,9456.7773,0,12,0,1,0,0,0,27,19
1,23101.404,0,12,0,1,0,0,0,31,19
1,10926.198,1,9,1,0,0,0,0,33,19
1,923.63635,0,12,1,1,0,0,0,31,21
1,12605.537,1,7,1,1,0,0,0,32,17
0,0,0,9,1,0,0,0,0,23,17
0,0,1,1,0,0,0,0,0,32,21
1,12605.537,1,9,1,0,0,0,0,26,16
1,2319.5867,1,12,1,1,0,0,0,33,17
0,0,0,12,1,0,0,0,0,28,15
0,0,0,12,0,1,0,0,0,27,22
0,0,0,12,0,0,0,0,0,30,22
1,10086.529,0,12,1,0,0,0,0,30,19
0,0,0,12,1,0,0,0,0,28,18
1,21002.23,0,12,0,0,0,0,0,25,18
1,5552.314,0,12,1,0,0,0,0,31,21
0,0,0,13,1,0,0,0,0,30,19
1,17349.67,1,12,1,1,0,0,0,30,23
1,41993.969,0,12,0,0,0,0,0,25,16
0,0,0,16,0,1,0,0,0,32,25
0,0,1,17,1,1,0,0,0,31,23
1,24161.488,1,13,0,1,1,0,0,32,20
1,26250.166,1,20,0,1,1,0,0,32,22
0,0,0,11,1,0,0,0,0,29,18
1,25200.578,0,13,1,1,0,0,0,32,21
1,4418.7603,1,15,1,1,0,0,0,29,22
1,16803.885,0,13,0,1,0,0,0,33,21
0,0,0,12,0,1,0,0,0,26,18
0,0,1,12,1,0,0,0,0,28,19
1,12605.537,1,12,0,0,0,0,0,35,18
0,0,1,12,1,0,0,1,0,33,18
1,35696.445,0,9,1,1,0,0,0,33,17
0,0,0,12,0,0,0,0,0,25,20
0,0,1,12,1,1,0,0,0,33,20
1,23584.215,0,19,1,0,0,0,0,33,27
0,0,0,12,1,0,0,0,0,34,24
0,0,0,8,0,0,0,0,0,27,16
1,26774.959,1,12,1,1,0,0,0,34,21
1,33282.398,0,16,0,0,0,0,0,28,25
1,37795.621,1,17,1,1,1,0,0,34,28
